
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
366 - 369, <Org>
'998246 - 998251, <Event> : войну' == '<NULL>'
'1015015 - 1015020, <Event> : война' == '<NULL>'
'1016887 - 1016928, <Event> : Третий Балтийский форум соотечественников' == '<NULL>'
'1017208 - 1017213, <Event> : форум' == '<NULL>'
'1017801 - 1017842, <Event> : Первый Балтийский форум соотечественников' == '<NULL>'
'1018494 - 1018529, <Event> : Балтийского форума соотечествеников' == '<NULL>'
'1027245 - 1027264, <Event> : Паралимпийские игры' == '<NULL>'
'1038723 - 1038734, <Event> : мероприятии' == '<NULL>'
'1041994 - 1042008, <Event> : Чистый четверг' == '<NULL>'
'1047328 - 1047360, <Event> : Третьего сыктывкарского баркемпа' == '<NULL>'
'1048315 - 1048332, <Event> : Третьего баркемпа' == '<NULL>'
'1048739 - 1048747, <Event> : Баркемпа' == '<NULL>'
'1049021 - 1049028, <Event> : Баркемп' == '<NULL>'
'1049404 - 1049411, <Event> : Баркемп' == '<NULL>'
'1049523 - 1049555, <Event> : Третьего сыктывкарского баркемпа' == '<NULL>'
'1056765 - 1056820, <Event> : Деятельность литературного музея в современных условиях' == '<NULL>'
'1056764 - 1056821, <Event> : «Деятельность литературного музея в современных условиях»' == '<NULL>'
'1056738 - 1056821, <Event> : Международной конференции «Деятельность литературного музея в современных условиях»' == '<NULL>'
'1083847 - 1083862, <Event> : аннексией Крыма' == '1083857 - 1083862, <Location> : Крыма'
'1083846 - 1083863, <Event> : "аннексией Крыма"' == '1083857 - 1083862, <Location> : Крыма'
'3229 - 3236, <Location> : Гавайях' == '<NULL>'
'3830 - 3838, <Location> : Провансе' == '<NULL>'
'5295 - 5314, <Location> : стран третьего мира' == '<NULL>'
'6116 - 6126, <Location> : Кировграда' == '<NULL>'
'6128 - 6148, <Location> : Свердловской области' == '<NULL>'
'18814 - 18824, <Location> : Антарктиде' == '<NULL>'
'20119 - 20134, <Location> : Алтайского края' == '<NULL>'
'20348 - 20356, <Location> : Барнаула' == '<NULL>'
'31167 - 31173, <Location> : Египте' == '<NULL>'
'32902 - 32910, <Location> : Нью-Йорк' == '<NULL>'
'34932 - 34945, <Location> : Лос-Анджелесе' == '<NULL>'
'35621 - 35627, <Location> : Каннах' == '<NULL>'
'38575 - 38579, <Location> : Туле' == '<NULL>'
'40160 - 40165, <Location> : город' == '<NULL>'
'40381 - 40385, <Location> : Туле' == '<NULL>'
'40477 - 40481, <Location> : Туле' == '<NULL>'
'40484 - 40499, <Location> : Ленинский район' == '<NULL>'
'40524 - 40533, <Location> : Скуратово' == '<NULL>'
'40544 - 40549, <Location> : Питер' == '40544 - 40549, <Person> : Питер'
'40605 - 40610, <Location> : Содом' == '<NULL>'
'40613 - 40620, <Location> : Гоморра' == '<NULL>'
'41078 - 41082, <Location> : Туле' == '<NULL>'
'41344 - 41354, <Location> : Колюпаново' == '<NULL>'
'43009 - 43014, <Location> : Содом' == '<NULL>'
'43017 - 43024, <Location> : Гоморра' == '<NULL>'
'43136 - 43141, <Location> : Питер' == '43136 - 43141, <Person> : Питер'
'46840 - 46851, <Location> : Кыргызстана' == '<NULL>'
'48619 - 48630, <Location> : Пелопоннесу' == '<NULL>'
'50774 - 50780, <Location> : Тюмени' == '<NULL>'
'51006 - 51021, <Location> : Красноармейской' == '<NULL>'
'51391 - 51404, <Location> : центре города' == '<NULL>'
'51665 - 51681, <Location> : Зелёного острова' == '<NULL>'
'51735 - 51742, <Location> : Карелии' == '<NULL>'
'52616 - 52620, <Location> : СССР' == '<NULL>'
'53701 - 53710, <Location> : Жуковском' == '<NULL>'
'57124 - 57130, <Location> : Тюмени' == '<NULL>'
'57686 - 57700, <Location> : Финском заливе' == '<NULL>'
'59640 - 59644, <Location> : СССР' == '<NULL>'
'61830 - 61834, <Location> : СССР' == '<NULL>'
'63260 - 63276, <Location> : Звездном городке' == '<NULL>'
'65238 - 65243, <Location> : Орска' == '<NULL>'
'67610 - 67614, <Location> : Орск' == '<NULL>'
'70361 - 70370, <Location> : Оренбурге' == '<NULL>'
'70387 - 70397, <Location> : Оренбургом' == '<NULL>'
'70431 - 70451, <Location> : Владимирская область' == '<NULL>'
'70471 - 70479, <Location> : Киржачом' == '<NULL>'
'70483 - 70503, <Location> : Владимирской области' == '<NULL>'
'71055 - 71071, <Location> : Звездном городке' == '<NULL>'
'71135 - 71141, <Location> : Кавказ' == '71135 - 71141, <Org> : Кавказ'
'71344 - 71360, <Location> : Звездном городке' == '<NULL>'
'71916 - 71924, <Location> : Аэропорт' == '71916 - 71924, <Org> : Аэропорт'
'71915 - 71925, <Location> : «Аэропорт»' == '71916 - 71924, <Org> : Аэропорт'
'71909 - 71925, <Location> : метро «Аэропорт»' == '71916 - 71924, <Org> : Аэропорт'
'74264 - 74274, <Location> : Закарпатье' == '<NULL>'
'77912 - 77916, <Location> : Союз' == '<NULL>'
'78487 - 78503, <Location> : Звездный городок' == '78487 - 78495, <Org> : Звездный'
'78897 - 78904, <Location> : Грозном' == '<NULL>'
'79173 - 79185, <Location> : улицу Ленина' == '<NULL>'
'80168 - 80185, <Location> : Аллее космонавтов' == '<NULL>'
'80532 - 80538, <Location> : Женева' == '<NULL>'
'80550 - 80554, <Location> : Берн' == '<NULL>'
'80571 - 80576, <Location> : Берне' == '<NULL>'
'81067 - 81079, <Location> : центр города' == '<NULL>'
'81134 - 81138, <Location> : Берн' == '<NULL>'
'81148 - 81161, <Location> : центре города' == '<NULL>'
'81179 - 81193, <Location> : районе вокзала' == '<NULL>'
'82241 - 82245, <Location> : СССР' == '<NULL>'
'82270 - 82274, <Location> : СССР' == '<NULL>'
'83174 - 83188, <Location> : Советский Союз' == '<NULL>'
'83875 - 83891, <Location> : Советского Союза' == '<NULL>'
'83968 - 83984, <Location> : Беловежской пуще' == '<NULL>'
'83996 - 84001, <Location> : РСФСР' == '<NULL>'
'84026 - 84033, <Location> : Украины' == '84016 - 84040, <Person> : президент Украины Леонид'
'84275 - 84283, <Location> : Союз ССР' == '<NULL>'
'84869 - 84874, <Location> : РСФСР' == '<NULL>'
'85239 - 85243, <Location> : СССР' == '<NULL>'
'85340 - 85344, <Location> : СССР' == '<NULL>'
'85834 - 85839, <Location> : Союза' == '<NULL>'
'85979 - 85983, <Location> : СССР' == '<NULL>'
'86042 - 86047, <Location> : Союза' == '<NULL>'
'86238 - 86242, <Location> : СССР' == '<NULL>'
'86328 - 86332, <Location> : СССР' == '<NULL>'
'86401 - 86405, <Location> : СССР' == '<NULL>'
'86607 - 86623, <Location> : Советского Союза' == '<NULL>'
'86768 - 86772, <Location> : СССР' == '<NULL>'
'86846 - 86851, <Location> : Союза' == '<NULL>'
'86918 - 86923, <Location> : Союза' == '<NULL>'
'86974 - 86985, <Location> : государства' == '<NULL>'
'87073 - 87077, <Location> : СССР' == '<NULL>'
'87396 - 87401, <Location> : Союза' == '<NULL>'
'87710 - 87714, <Location> : СССР' == '<NULL>'
'87722 - 87727, <Location> : РСФСР' == '<NULL>'
'87729 - 87733, <Location> : УССР' == '<NULL>'
'87736 - 87740, <Location> : БССР' == '<NULL>'
'87759 - 87764, <Location> : Союза' == '<NULL>'
'87834 - 87856, <Location> : Закавказская Федерация' == '<NULL>'
'88134 - 88148, <Location> : Советский Союз' == '<NULL>'
'88297 - 88301, <Location> : СССР' == '<NULL>'
'89092 - 89096, <Location> : СССР' == '<NULL>'
'89198 - 89202, <Location> : СССР' == '<NULL>'
'89317 - 89333, <Location> : Советского Союза' == '<NULL>'
'90257 - 90261, <Location> : Союз' == '<NULL>'
'92467 - 92471, <Location> : СССР' == '<NULL>'
'92500 - 92507, <Location> : Западом' == '<NULL>'
'94059 - 94066, <Location> : Карабах' == '<NULL>'
'94068 - 94074, <Location> : Осетия' == '<NULL>'
'94086 - 94092, <Location> : Кавказ' == '94086 - 94092, <Org> : Кавказ'
'94165 - 94181, <Location> : Советского Союза' == '<NULL>'
'94267 - 94287, <Location> : Российскую Федерацию' == '<NULL>'
'94434 - 94438, <Location> : СССР' == '<NULL>'
'94566 - 94570, <Location> : СССР' == '<NULL>'
'94951 - 94955, <Location> : СССР' == '<NULL>'
'95137 - 95141, <Location> : СССР' == '<NULL>'
'100891 - 100905, <Location> : Печорском море' == '<NULL>'
'101158 - 101172, <Location> : Кольский залив' == '<NULL>'
'101250 - 101259, <Location> : Мурманска' == '<NULL>'
'102618 - 102631, <Location> : Академгородка' == '<NULL>'
'103367 - 103380, <Location> : Академгородка' == '<NULL>'
'103488 - 103505, <Location> : Советского района' == '<NULL>'
'104601 - 104612, <Location> : Новую Землю' == '<NULL>'
'107462 - 107485, <Location> : Российского государства' == '<NULL>'
'107590 - 107599, <Location> : Сингапуре' == '<NULL>'
'112429 - 112437, <Location> : Болотной' == '<NULL>'
'112443 - 112451, <Location> : Сахарова' == '<NULL>'
'112615 - 112625, <Location> : Медведково' == '112615 - 112625, <Org> : Медведково'
'112631 - 112640, <Location> : Алтуфьево' == '<NULL>'
'114986 - 114992, <Location> : Эрэфии' == '<NULL>'
'115161 - 115167, <Location> : Совком' == '<NULL>'
'115838 - 115843, <Location> : Совка' == '<NULL>'
'118716 - 118722, <Location> : эРэФии' == '<NULL>'
'120448 - 120456, <Location> : Бирюлёво' == '<NULL>'
'121322 - 121341, <Location> : Европейской площади' == '<NULL>'
'121345 - 121362, <Location> : улице Грушевского' == '<NULL>'
'122139 - 122146, <Location> : Кавказа' == '<NULL>'
'123849 - 123860, <Location> : Ставрополье' == '123849 - 123860, <Org> : Ставрополье'
'126089 - 126109, <Location> : Свердловской области' == '<NULL>'
'126418 - 126431, <Location> : Первоуральске' == '<NULL>'
'132119 - 132123, <Location> : СССР' == '<NULL>'
'132247 - 132263, <Location> : Советского Союза' == '<NULL>'
'137464 - 137475, <Location> : Ставрополья' == '<NULL>'
'137533 - 137553, <Location> : Ставропольского края' == '<NULL>'
'137771 - 137775, <Location> : края' == '<NULL>'
'138088 - 138099, <Location> : Ставрополья' == '<NULL>'
'138719 - 138730, <Location> : Ставрополья' == '<NULL>'
'141252 - 141258, <Location> : Женеву' == '<NULL>'
'142643 - 142660, <Location> : Большая Татарская' == '142651 - 142660, <Org> : Татарская'
'144828 - 144836, <Location> : Бирюлева' == '<NULL>'
'144952 - 144961, <Location> : Бирюлевым' == '<NULL>'
'145306 - 145314, <Location> : Бирюлево' == '145306 - 145314, <Org> : Бирюлево'
'145453 - 145457, <Location> : МКАД' == '<NULL>'
'146372 - 146380, <Location> : Бирюлево' == '146372 - 146380, <Org> : Бирюлево'
'147125 - 147146, <Location> : Востряковском проезде' == '<NULL>'
'147405 - 147413, <Location> : Бирюлево' == '147405 - 147413, <Org> : Бирюлево'
'147912 - 147916, <Location> : МКАД' == '<NULL>'
'148559 - 148567, <Location> : Бирюлево' == '148559 - 148567, <Org> : Бирюлево'
'150002 - 150010, <Location> : Бирюлево' == '150002 - 150010, <Org> : Бирюлево'
'150772 - 150780, <Location> : Бирюлево' == '150772 - 150780, <Org> : Бирюлево'
'151786 - 151794, <Location> : Бирюлево' == '151786 - 151794, <Org> : Бирюлево'
'156794 - 156811, <Location> : Рязанской области' == '<NULL>'
'156857 - 156901, <Location> : поселке Александро-Невском Рязанской области' == '<NULL>'
'157015 - 157021, <Location> : Рязани' == '<NULL>'
'157448 - 157466, <Location> : Асгарде Даарийском' == '<NULL>'
'160266 - 160271, <Location> : Земли' == '<NULL>'
'160533 - 160538, <Location> : Земле' == '<NULL>'
'160946 - 160961, <Location> : Асгард Ирийский' == '<NULL>'
'161066 - 161083, <Location> : Асгарда Ирийского' == '<NULL>'
'161999 - 162010, <Location> : Севастополе' == '<NULL>'
'163320 - 163329, <Location> : Маращанка' == '<NULL>'
'163312 - 163329, <Location> : Посёлок Маращанка' == '<NULL>'
'163332 - 163338, <Location> : Моршин' == '<NULL>'
'163368 - 163376, <Location> : Маршанка' == '<NULL>'
'163360 - 163376, <Location> : Посёлок Маршанка' == '<NULL>'
'163377 - 163394, <Location> : Самарская область' == '163377 - 163386, <Org> : Самарская'
'163396 - 163402, <Location> : СаМара' == '<NULL>'
'163404 - 163413, <Location> : СаМарКанд' == '<NULL>'
'164081 - 164087, <Location> : Бресте' == '<NULL>'
'164126 - 164144, <Location> : Брестской крепости' == '<NULL>'
'164629 - 164647, <Location> : Брестской крепости' == '<NULL>'
'164952 - 164956, <Location> : Руси' == '<NULL>'
'165241 - 165247, <Location> : Египта' == '<NULL>'
'166538 - 166555, <Location> : Усть-Каменогорске' == '<NULL>'
'166602 - 166604, <Location> : РФ' == '<NULL>'
'168677 - 168685, <Location> : Бирюлёво' == '<NULL>'
'169571 - 169584, <Location> : Марсовом поле' == '<NULL>'
'175828 - 175830, <Location> : РФ' == '<NULL>'
'180693 - 180699, <Location> : Давосе' == '<NULL>'
'180734 - 180736, <Location> : ЕС' == '180734 - 180736, <Org> : ЕС'
'187308 - 187328, <Location> : Российской Федерации' == '<NULL>'
'202916 - 202918, <Location> : РФ' == '<NULL>'
'203364 - 203366, <Location> : РФ' == '<NULL>'
'203634 - 203642, <Location> : Евросоюз' == '203634 - 203642, <Org> : Евросоюз'
'203718 - 203722, <Location> : Руси' == '<NULL>'
'203951 - 203958, <Location> : Кавказа' == '<NULL>'
'205960 - 205975, <Location> : Западной Сибири' == '<NULL>'
'206906 - 206921, <Location> : Северный Кавказ' == '206915 - 206921, <Org> : Кавказ'
'207723 - 207739, <Location> : Северном Кавказе' == '<NULL>'
'208884 - 208888, <Location> : СССР' == '<NULL>'
'210260 - 210264, <Location> : Руси' == '<NULL>'
'211791 - 211795, <Location> : Русь' == '<NULL>'
'211938 - 211943, <Location> : Русью' == '<NULL>'
'214618 - 214620, <Location> : РФ' == '<NULL>'
'215262 - 215282, <Location> : Российской Федерации' == '<NULL>'
'215381 - 215401, <Location> : Российской Федерации' == '<NULL>'
'216211 - 216231, <Location> : Российской Федерации' == '<NULL>'
'216382 - 216402, <Location> : Российской Федерации' == '<NULL>'
'216914 - 216934, <Location> : Российской Федерации' == '<NULL>'
'217032 - 217034, <Location> : РФ' == '<NULL>'
'217087 - 217107, <Location> : Российской Федерации' == '<NULL>'
'217700 - 217702, <Location> : РФ' == '<NULL>'
'217864 - 217866, <Location> : РФ' == '<NULL>'
'217946 - 217948, <Location> : РФ' == '<NULL>'
'218179 - 218181, <Location> : РФ' == '<NULL>'
'218490 - 218492, <Location> : РФ' == '<NULL>'
'218614 - 218616, <Location> : РФ' == '<NULL>'
'219491 - 219493, <Location> : РФ' == '<NULL>'
'219925 - 219927, <Location> : РФ' == '<NULL>'
'220485 - 220487, <Location> : РФ' == '<NULL>'
'224752 - 224762, <Location> : Уолт-Стрит' == '<NULL>'
'224782 - 224784, <Location> : ЕС' == '224782 - 224784, <Org> : ЕС'
'225741 - 225746, <Location> : Запад' == '<NULL>'
'226078 - 226083, <Location> : Запад' == '<NULL>'
'226203 - 226209, <Location> : Западе' == '<NULL>'
'226394 - 226400, <Location> : Западе' == '<NULL>'
'226482 - 226488, <Location> : Западе' == '<NULL>'
'227015 - 227021, <Location> : Запада' == '<NULL>'
'227025 - 227030, <Location> : Запад' == '<NULL>'
'227325 - 227340, <Location> : Советском Союзе' == '<NULL>'
'235269 - 235273, <Location> : СССР' == '<NULL>'
'241471 - 241479, <Location> : Еврозоны' == '<NULL>'
'245398 - 245406, <Location> : Беларуси' == '<NULL>'
'257977 - 257983, <Location> : Москвы' == '257973 - 257983, <Person> : мэр Москвы'
'258082 - 258096, <Location> : штата Мэриленд' == '<NULL>'
'258418 - 258424, <Location> : Москвы' == '258414 - 258432, <Person> : мэр Москвы Гавриил'
'263088 - 263098, <Location> : Ульяновске' == '<NULL>'
'263498 - 263500, <Location> : РФ' == '<NULL>'
'263821 - 263828, <Location> : Планету' == '<NULL>'
'263933 - 263940, <Location> : Планету' == '<NULL>'
'264054 - 264061, <Location> : Планете' == '<NULL>'
'264766 - 264770, <Location> : Тюсю' == '<NULL>'
'264785 - 264792, <Location> : Чхунджу' == '<NULL>'
'265861 - 265869, <Location> : Планетой' == '<NULL>'
'269290 - 269293, <Location> : США' == '269280 - 269299, <Person> : президент США Обама'
'269665 - 269672, <Location> : Нориджe' == '<NULL>'
'272423 - 272431, <Location> : Донбасса' == '<NULL>'
'272535 - 272542, <Location> : Донбасс' == '<NULL>'
'274192 - 274199, <Location> : регионе' == '<NULL>'
'274685 - 274701, <Location> : Юзовском участке' == '<NULL>'
'274731 - 274739, <Location> : Донецкой' == '<NULL>'
'274742 - 274762, <Location> : Харьковской областей' == '<NULL>'
'274841 - 274848, <Location> : Украины' == '274831 - 274855, <Person> : Президент Украины Виктор'
'275732 - 275740, <Location> : Славянск' == '<NULL>'
'275751 - 275759, <Location> : Славянск' == '<NULL>'
'275769 - 275775, <Location> : Одесса' == '<NULL>'
'275787 - 275793, <Location> : Одесса' == '<NULL>'
'275802 - 275808, <Location> : Одесса' == '<NULL>'
'275819 - 275825, <Location> : Одесса' == '<NULL>'
'276266 - 276272, <Location> : Давосе' == '<NULL>'
'276554 - 276570, <Location> : Юзовском участке' == '<NULL>'
'276573 - 276584, <Location> : Харьковской' == '<NULL>'
'276587 - 276604, <Location> : Донецкой областях' == '<NULL>'
'277141 - 277152, <Location> : Святогорску' == '<NULL>'
'277320 - 277329, <Location> : Львовщина' == '<NULL>'
'277332 - 277361, <Location> : прибрежный шельф Черного моря' == '<NULL>'
'278374 - 278383, <Location> : Славянска' == '<NULL>'
'278479 - 278488, <Location> : Славянска' == '<NULL>'
'279049 - 279057, <Location> : Яремовка' == '<NULL>'
'280464 - 280476, <Location> : Пенсильвании' == '<NULL>'
'280826 - 280842, <Location> : Юзовском участке' == '<NULL>'
'280881 - 280900, <Location> : Черноморском шельфе' == '<NULL>'
'281336 - 281342, <Location> : Одесса' == '<NULL>'
'281511 - 281519, <Location> : Славянск' == '<NULL>'
'281568 - 281576, <Location> : Славянск' == '<NULL>'
'282078 - 282084, <Location> : Сибири' == '<NULL>'
'282093 - 282099, <Location> : москвы' == '<NULL>'
'283521 - 283540, <Location> : Воронежской области' == '<NULL>'
'284122 - 284128, <Location> : рассия' == '<NULL>'
'284131 - 284138, <Location> : украина' == '<NULL>'
'285794 - 285813, <Location> : Воронежской области' == '<NULL>'
'287057 - 287077, <Location> : Российской Федерации' == '<NULL>'
'287281 - 287289, <Location> : Приморья' == '<NULL>'
'287411 - 287429, <Location> : Приморского района' == '<NULL>'
'287432 - 287453, <Location> : Архангельской области' == '<NULL>'
'287611 - 287629, <Location> : Приморского района' == '<NULL>'
'288156 - 288174, <Location> : Приморского района' == '<NULL>'
'288374 - 288395, <Location> : Архангельской области' == '<NULL>'
'289475 - 289493, <Location> : Приморского района' == '<NULL>'
'289995 - 290013, <Location> : Приморского района' == '<NULL>'
'290253 - 290274, <Location> : Архангельской области' == '<NULL>'
'291282 - 291290, <Location> : Приморья' == '<NULL>'
'291905 - 291909, <Location> : СЗФО' == '<NULL>'
'292261 - 292271, <Location> : Ленобласти' == '<NULL>'
'292788 - 292799, <Location> : Севастополе' == '<NULL>'
'292997 - 293009, <Location> : Ненецкого АО' == '292986 - 293006, <Person> : Губернатор Ненецкого'
'293715 - 293726, <Location> : Ненецком АО' == '<NULL>'
'293762 - 293776, <Location> : Крайнем Севере' == '<NULL>'
'293798 - 293810, <Location> : Ненецкого АО' == '<NULL>'
'293931 - 293943, <Location> : Ненецкого АО' == '<NULL>'
'294099 - 294110, <Location> : Ненецком АО' == '<NULL>'
'294231 - 294243, <Location> : Ненецкого АО' == '<NULL>'
'294311 - 294323, <Location> : Ненецкого АО' == '<NULL>'
'294905 - 294917, <Location> : Ненецкого АО' == '294894 - 294914, <Person> : Губернатор Ненецкого'
'295139 - 295154, <Location> : Крайнего Севера' == '<NULL>'
'295542 - 295552, <Location> : Ленобласти' == '<NULL>'
'295885 - 295896, <Location> : Ненецком АО' == '<NULL>'
'296202 - 296212, <Location> : Ленобласти' == '<NULL>'
'296376 - 296383, <Location> : Вологде' == '<NULL>'
'296534 - 296547, <Location> : Северо-Запада' == '<NULL>'
'297026 - 297037, <Location> : Нарьян-Мара' == '<NULL>'
'297998 - 298009, <Location> : Ненецком АО' == '<NULL>'
'299360 - 299365, <Location> : Перми' == '<NULL>'
'299367 - 299370, <Location> : Уфы' == '<NULL>'
'299441 - 299461, <Location> : Свердловской области' == '<NULL>'
'299749 - 299753, <Location> : СЗФО' == '<NULL>'
'300304 - 300314, <Location> : Ленобласти' == '<NULL>'
'300831 - 300842, <Location> : Севастополе' == '<NULL>'
'301220 - 301232, <Location> : Архангельске' == '<NULL>'
'301485 - 301506, <Location> : Архангельской области' == '301473 - 301498, <Person> : Министр АПК Архангельской'
'301590 - 301611, <Location> : Архангельской области' == '<NULL>'
'301676 - 301697, <Location> : Архангельской области' == '<NULL>'
'301795 - 301816, <Location> : Архангельской области' == '<NULL>'
'302117 - 302126, <Location> : Мурманске' == '<NULL>'
'302301 - 302313, <Location> : Ненецкого АО' == '<NULL>'
'302451 - 302472, <Location> : Архангельской области' == '<NULL>'
'303212 - 303224, <Location> : Ненецкого АО' == '303201 - 303221, <Person> : Губернатор Ненецкого'
'303902 - 303912, <Location> : Ленобласти' == '<NULL>'
'304253 - 304274, <Location> : Архангельской области' == '<NULL>'
'304514 - 304526, <Location> : Архангельске' == '<NULL>'
'304885 - 304895, <Location> : Ленобласти' == '<NULL>'
'305059 - 305066, <Location> : Вологде' == '<NULL>'
'305192 - 305205, <Location> : Северо-Запада' == '<NULL>'
'305289 - 305310, <Location> : Архангельской области' == '<NULL>'
'305577 - 305598, <Location> : Арханегльской области' == '<NULL>'
'305916 - 305937, <Location> : Архангельской области' == '<NULL>'
'306123 - 306144, <Location> : Архангельской области' == '<NULL>'
'307172 - 307180, <Location> : Саратове' == '<NULL>'
'309490 - 309495, <Location> : Дьёре' == '<NULL>'
'312904 - 312927, <Location> : Соединенном Королевстве' == '<NULL>'
'313394 - 313415, <Location> : Архангельской области' == '<NULL>'
'314188 - 314208, <Location> : Российской Федерации' == '<NULL>'
'314412 - 314420, <Location> : Приморья' == '<NULL>'
'314542 - 314560, <Location> : Приморского района' == '<NULL>'
'314743 - 314761, <Location> : Приморского района' == '<NULL>'
'314851 - 314862, <Location> : д. Рикасиха' == '<NULL>'
'315288 - 315306, <Location> : Приморского района' == '<NULL>'
'315453 - 315471, <Location> : Приморского района' == '<NULL>'
'315506 - 315527, <Location> : Архангельской области' == '<NULL>'
'315626 - 315667, <Location> : муниципальных образований «Лисестровское»' == '<NULL>'
'315670 - 315679, <Location> : «Уемское»' == '<NULL>'
'316314 - 316327, <Location> : с. Заостровье' == '<NULL>'
'316607 - 316625, <Location> : Приморского района' == '<NULL>'
'317127 - 317145, <Location> : Приморского района' == '<NULL>'
'317176 - 317194, <Location> : Приморского района' == '<NULL>'
'317233 - 317254, <Location> : Архангельской области' == '<NULL>'
'317292 - 317310, <Location> : Приморского района' == '<NULL>'
'317385 - 317406, <Location> : Архангельской области' == '<NULL>'
'318237 - 318274, <Location> : муниципальном образовании «Талажское»' == '<NULL>'
'318414 - 318422, <Location> : Приморья' == '<NULL>'
'318796 - 318814, <Location> : Пресненском районе' == '<NULL>'
'318928 - 318952, <Location> : Шелепихинской набережной' == '<NULL>'
'319180 - 319188, <Location> : Гагаузия' == '<NULL>'
'319267 - 319275, <Location> : Гагаузия' == '<NULL>'
'319322 - 319324, <Location> : РФ' == '<NULL>'
'319327 - 319333, <Location> : Комрат' == '<NULL>'
'319436 - 319456, <Location> : Гагаузской автономии' == '<NULL>'
'319765 - 319773, <Location> : Гагаузию' == '<NULL>'
'320027 - 320047, <Location> : Российской Федерации' == '<NULL>'
'322620 - 322628, <Location> : Гагаузии' == '<NULL>'
'323713 - 323719, <Location> : Восток' == '323713 - 323719, <Org> : Восток'
'323971 - 323978, <Location> : Комрате' == '<NULL>'
'324107 - 324115, <Location> : Гагаузии' == '<NULL>'
'324404 - 324406, <Location> : РФ' == '<NULL>'
'324526 - 324534, <Location> : Гагаузии' == '<NULL>'
'324922 - 324930, <Location> : Гагаузии' == '<NULL>'
'325004 - 325010, <Location> : Комрат' == '<NULL>'
'325194 - 325202, <Location> : Гагаузия' == '<NULL>'
'326293 - 326301, <Location> : Гагаузию' == '<NULL>'
'326366 - 326374, <Location> : Гагаузии' == '<NULL>'
'326482 - 326490, <Location> : Гагаузии' == '<NULL>'
'326997 - 327005, <Location> : Гагаузии' == '<NULL>'
'327087 - 327095, <Location> : Гагаузии' == '<NULL>'
'327182 - 327190, <Location> : Гагаузия' == '<NULL>'
'327704 - 327706, <Location> : РМ' == '<NULL>'
'327752 - 327755, <Location> : АТО' == '<NULL>'
'327788 - 327795, <Location> : Комрате' == '<NULL>'
'327901 - 327904, <Location> : АТО' == '<NULL>'
'328248 - 328269, <Location> : южных регионов страны' == '<NULL>'
'328332 - 328340, <Location> : Гагаузии' == '<NULL>'
'328646 - 328653, <Location> : Комрате' == '<NULL>'
'328787 - 328794, <Location> : Комрате' == '<NULL>'
'328846 - 328853, <Location> : Доброва' == '<NULL>'
'329089 - 329102, <Location> : Приднестровье' == '<NULL>'
'329105 - 329113, <Location> : Гагаузии' == '<NULL>'
'329298 - 329335, <Location> : Приднестровская Молдавская Республика' == '<NULL>'
'329641 - 329661, <Location> : Гагаузская автономия' == '<NULL>'
'330359 - 330367, <Location> : Гагаузии' == '<NULL>'
'330500 - 330508, <Location> : Гагаузию' == '<NULL>'
'330722 - 330730, <Location> : Гагаузии' == '<NULL>'
'330966 - 330974, <Location> : Гагаузии' == '<NULL>'
'331606 - 331614, <Location> : Гагаузия' == '<NULL>'
'331757 - 331765, <Location> : Гагаузии' == '<NULL>'
'331797 - 331805, <Location> : Гагаузия' == '<NULL>'
'331996 - 332004, <Location> : Гагаузии' == '<NULL>'
'332109 - 332117, <Location> : Гагаузию' == '<NULL>'
'332398 - 332406, <Location> : Гагаузии' == '<NULL>'
'332621 - 332629, <Location> : Гагаузия' == '<NULL>'
'332898 - 332906, <Location> : Гагаузии' == '<NULL>'
'333004 - 333012, <Location> : Гагаузии' == '<NULL>'
'333041 - 333049, <Location> : Гагаузии' == '<NULL>'
'333055 - 333063, <Location> : Гагаузии' == '<NULL>'
'334010 - 334018, <Location> : Гагаузия' == '<NULL>'
'334295 - 334303, <Location> : Гагаузии' == '<NULL>'
'334831 - 334839, <Location> : Гагаузии' == '<NULL>'
'335052 - 335060, <Location> : Гагаузии' == '<NULL>'
'335118 - 335126, <Location> : Гагаузии' == '<NULL>'
'336103 - 336111, <Location> : Гагаузии' == '<NULL>'
'336619 - 336627, <Location> : Гагаузии' == '<NULL>'
'336797 - 336805, <Location> : Гагаузии' == '336783 - 336805, <Person> : представитель Гагаузии'
'336864 - 336871, <Location> : Комрата' == '<NULL>'
'336873 - 336881, <Location> : Гагаузия' == '<NULL>'
'336996 - 337004, <Location> : Гагаузии' == '<NULL>'
'337028 - 337036, <Location> : Гагаузии' == '<NULL>'
'337429 - 337437, <Location> : Гагаузия' == '<NULL>'
'337569 - 337571, <Location> : РМ' == '<NULL>'
'337590 - 337598, <Location> : Гагаузии' == '<NULL>'
'337725 - 337733, <Location> : Гагаузию' == '<NULL>'
'338446 - 338454, <Location> : Гагаузии' == '<NULL>'
'338779 - 338787, <Location> : Гагаузии' == '<NULL>'
'338882 - 338890, <Location> : Гагаузии' == '<NULL>'
'338929 - 338937, <Location> : Гагаузии' == '<NULL>'
'339164 - 339172, <Location> : Гагаузии' == '<NULL>'
'339310 - 339318, <Location> : Гагаузии' == '<NULL>'
'339352 - 339360, <Location> : Гагаузии' == '<NULL>'
'339460 - 339468, <Location> : Гагаузия' == '<NULL>'
'339806 - 339814, <Location> : Гагаузии' == '<NULL>'
