
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
28 - 77, <Org>
'136782 - 136785, <Org> : VFL' == '<NULL>'
'136810 - 136825, <Org> : North Melbourne' == '136796 - 136848, <Person> : the father of North Melbourne player Michael Gaudion'
'136918 - 136927, <Org> : Footscray' == '136918 - 136927, <Location> : Footscray'
'136993 - 136996, <Org> : VFA' == '<NULL>'
'137018 - 137024, <Org> : Coburg' == '137018 - 137024, <Location> : Coburg'
'137049 - 137055, <Org> : Coburg' == '137049 - 137055, <Location> : Coburg'
'137098 - 137113, <Org> : North Melbourne' == '137098 - 137113, <Location> : North Melbourne'
'137324 - 137339, <Org> : North Melbourne' == '137324 - 137339, <Location> : North Melbourne'
'137819 - 137853, <Org> : Partido Democrata-CristУЃ de Timor' == '137827 - 137844, <Person> : Democrata-CristУЃ'
'141562 - 141564, <Org> : F1' == '<NULL>'
'141888 - 141897, <Org> : Vendorado' == '141888 - 141897, <Location> : Vendorado'
'142279 - 142288, <Org> : Formula 3' == '<NULL>'
'143373 - 143379, <Org> : SimBin' == '143369 - 143379, <Location> : the SimBin'
'145104 - 145114, <Org> : Laboratory' == '<NULL>'
'147322 - 147325, <Org> : ERO' == '<NULL>'
'147408 - 147411, <Org> : ERO' == '<NULL>'
'150118 - 150137, <Org> : Connecticut Lottery' == '150114 - 150137, <Location> : the Connecticut Lottery'
'151066 - 151085, <Org> : Connecticut Lottery' == '151066 - 151085, <Location> : Connecticut Lottery'
'152225 - 152244, <Org> : Connecticut Lottery' == '152225 - 152244, <Location> : Connecticut Lottery'
'153330 - 153362, <Org> : London and South Western Railway' == '153326 - 153336, <Location> : the London'
'153511 - 153519, <Org> : Southern' == '153511 - 153519, <Location> : Southern'
'153526 - 153545, <Org> : First Great Western' == '<NULL>'
'154254 - 154263, <Org> : Crazyhead' == '<NULL>'
'154475 - 154486, <Org> : The Ramones' == '<NULL>'
'154489 - 154500, <Org> : The Stooges' == '<NULL>'
'154505 - 154522, <Org> : Captain Beefheart' == '154505 - 154522, <Person> : Captain Beefheart'
'154748 - 154765, <Org> : The Phantom Horns' == '<NULL>'
'154773 - 154791, <Org> : The Space Bastards' == '<NULL>'
'154847 - 154851, <Org> : Food' == '<NULL>'
'155070 - 155078, <Org> : The Cult' == '<NULL>'
'155344 - 155347, <Org> : EMI' == '<NULL>'
'155888 - 155898, <Org> : Skin Games' == '<NULL>'
'155903 - 155914, <Org> : Jesus Jones' == '155903 - 155914, <Person> : Jesus Jones'
'156191 - 156207, <Org> : Revolver Records' == '<NULL>'
'156672 - 156683, <Org> : The Mission' == '156672 - 156683, <Location> : The Mission'
'156978 - 157000, <Org> : Crown Pacific Partners' == '156978 - 157000, <Location> : Crown Pacific Partners'
'158081 - 158088, <Org> : i-DANCE' == '<NULL>'
'158100 - 158115, <Org> : Intercord Japan' == '158100 - 158115, <Person> : Intercord Japan'
'158127 - 158138, <Org> : Toshiba-EMI' == '<NULL>'
'158533 - 158540, <Org> : Liberal' == '<NULL>'
'158957 - 158966, <Org> : Divizia A' == '158957 - 158964, <Location> : Divizia'
'158972 - 158989, <Org> : Steaua BucureХti' == '158972 - 158986, <Person> : Steaua BucureХ'
'159138 - 159145, <Org> : Rangers' == '159138 - 159145, <Person> : Rangers'
'159946 - 159956, <Org> : Runemagick' == '<NULL>'
'160072 - 160087, <Org> : Dark Room Notes' == '160072 - 160081, <Person> : Dark Room'
'160533 - 160540, <Org> : Village' == '160533 - 160540, <Location> : Village'
'160633 - 160642, <Org> : New Order' == '160633 - 160642, <Location> : New Order'
'160645 - 160653, <Org> : Interpol' == '<NULL>'
'160916 - 160931, <Org> : Dark Room Notes' == '160916 - 160925, <Location> : Dark Room'
'161301 - 161310, <Org> : Crawdaddy' == '<NULL>'
'161348 - 161359, <Org> : Roisin Dubh' == '161348 - 161359, <Person> : Roisin Dubh'
'161471 - 161475, <Org> : RTУ' == '<NULL>'
'161611 - 161622, <Org> : DATECS Ltd.' == '<NULL>'
'161977 - 161979, <Org> : MS' == '161977 - 161987, <Person> : MS Windows'
'162218 - 162224, <Org> : Datecs' == '<NULL>'
'162339 - 162345, <Org> : Datecs' == '<NULL>'
'162777 - 162783, <Org> : Datecs' == '162777 - 162783, <Event> : Datecs'
'165013 - 165028, <Org> : Protein Science' == '<NULL>'
'165330 - 165345, <Org> : Protein Science' == '<NULL>'
'167944 - 167956, <Org> : Jars of Clay' == '167952 - 167956, <Person> : Clay'
'168166 - 168173, <Org> : US Navy' == '<NULL>'
'169846 - 169850, <Org> : Gigi' == '169846 - 169850, <Person> : Gigi'
'169997 - 170011, <Org> : Weather Report' == '<NULL>'
'170072 - 170081, <Org> : Squirrell' == '<NULL>'
'171570 - 171573, <Org> : Yes' == '<NULL>'
'171576 - 171588, <Org> : Gentle Giant' == '171576 - 171588, <Person> : Gentle Giant'
'171591 - 171597, <Org> : Kansas' == '171591 - 171597, <Location> : Kansas'
'171600 - 171615, <Org> : Tangerine Dream' == '171600 - 171615, <Person> : Tangerine Dream'
'171618 - 171633, <Org> : American Garage' == '171618 - 171633, <Location> : American Garage'
'171717 - 171725, <Org> : Squirrel' == '<NULL>'
'171786 - 171794, <Org> : Squirrel' == '<NULL>'
'172486 - 172490, <Org> : Gigi' == '172486 - 172510, <Person> : Gigi 's former guitarist'
'172529 - 172535, <Org> : Spirit' == '<NULL>'
'172621 - 172630, <Org> : Java Jazz' == '172621 - 172630, <Person> : Java Jazz'
'172689 - 172706, <Org> : Jimmy Manopo Band' == '172685 - 172706, <Person> : the Jimmy Manopo Band'
'172709 - 172721, <Org> : Erwin Gutawa' == '172709 - 172721, <Person> : Erwin Gutawa'
'172893 - 172897, <Org> : Gigi' == '172893 - 172897, <Person> : Gigi'
'173014 - 173018, <Org> : Gigi' == '173014 - 173018, <Person> : Gigi'
'173334 - 173350, <Org> : Klein and Gibson' == '173334 - 173339, <Person> : Klein'
'173412 - 173417, <Org> : Klein' == '173412 - 173417, <Person> : Klein'
'173540 - 173551, <Org> : Mesa Boogie' == '173540 - 173544, <Location> : Mesa'
'176438 - 176451, <Org> : zoviet*france' == '176445 - 176451, <Location> : france'
'176564 - 176585, <Org> : Soleilmoon Recordings' == '176564 - 176585, <Person> : Soleilmoon Recordings'
'176641 - 176662, <Org> : Soleilmoon Recordings' == '176641 - 176662, <Person> : Soleilmoon Recordings'
'178018 - 178034, <Org> : Distance Records' == '<NULL>'
'183415 - 183428, <Org> : the Nazarenes' == '<NULL>'
'188052 - 188060, <Org> : Siouxsie' == '188052 - 188070, <Location> : Siouxsie 's Cities'
'193014 - 193020, <Org> : Allied' == '<NULL>'
'193206 - 193212, <Org> : No. 18' == '<NULL>'
'193281 - 193288, <Org> : No. 120' == '<NULL>'
'193458 - 193464, <Org> : No. 18' == '<NULL>'
'193501 - 193508, <Org> : No. 120' == '<NULL>'
'194042 - 194061, <Org> : Eberhard Faber GmbH' == '194042 - 194061, <Person> : Eberhard Faber GmbH'
'194232 - 194246, <Org> : Eberhard Faber' == '194232 - 194246, <Person> : Eberhard Faber'
'194272 - 194286, <Org> : Eberhard Faber' == '194272 - 194289, <Person> : Eberhard Faber 's'
'194393 - 194399, <Org> : Newell' == '<NULL>'
'194402 - 194409, <Org> : Sanford' == '194402 - 194409, <Location> : Sanford'
'194475 - 194489, <Org> : Eberhard Faber' == '194475 - 194489, <Person> : Eberhard Faber'
'194852 - 194865, <Org> : The Economist' == '194852 - 194865, <Location> : The Economist'
'195697 - 195715, <Org> : BurghУЖlzli asylum' == '195681 - 195708, <Person> : director of the BurghУЖlzli'
'198496 - 198498, <Org> : SS' == '198493 - 198506, <Person> : an SS officer'
'199314 - 199316, <Org> : SS' == '199311 - 199324, <Person> : an SS officer'
'199903 - 199917, <Org> : Brixton Market' == '199897 - 199917, <Person> : hosts Brixton Market'
'200844 - 200859, <Org> : Anti-Jacksonian' == '<NULL>'
'204077 - 204080, <Org> : SRT' == '<NULL>'
'204331 - 204337, <Org> : Konami' == '<NULL>'
'207261 - 207273, <Org> : Ruby Tuesday' == '<NULL>'
'207525 - 207531, <Org> : Konami' == '<NULL>'
'207571 - 207582, <Org> : Amuse World' == '207577 - 207582, <Location> : World'
'207586 - 207592, <Org> : Konami' == '<NULL>'
'207632 - 207643, <Org> : Amuse World' == '207638 - 207643, <Location> : World'
'207813 - 207824, <Org> : Amuse World' == '207819 - 207824, <Location> : World'
'207832 - 207838, <Org> : Konami' == '<NULL>'
'207896 - 207906, <Org> : Amuseworld' == '<NULL>'
'208055 - 208071, <Org> : Veolia Transport' == '208055 - 208071, <Person> : Veolia Transport'
'209100 - 209108, <Org> : Metrobus' == '<NULL>'
'209148 - 209165, <Org> : Fairfax Connector' == '209148 - 209165, <Person> : Fairfax Connector'
'209175 - 209183, <Org> : SmarTrip' == '<NULL>'
'211172 - 211179, <Org> : Falcons' == '211168 - 211179, <Product> : the Falcons'
'783 - 792, <Location> : Camp Howe' == '783 - 792, <Org> : Camp Howe'
'1531 - 1541, <Location> : Sandy Hook' == '1531 - 1541, <Person> : Sandy Hook'
'3899 - 3915, <Location> : West Jersey Road' == '3895 - 3915, <Org> : the West Jersey Road'
'3945 - 3951, <Location> : Camden' == '3941 - 3951, <Org> : the Camden'
'4052 - 4064, <Location> : Reading Road' == '4048 - 4064, <Org> : the Reading Road'
'4151 - 4158, <Location> : Reading' == '<NULL>'
'5976 - 5991, <Location> : Excursion House' == '5976 - 5991, <Org> : Excursion House'
'14461 - 14488, <Location> : People 's Republic of China' == '14457 - 14488, <Org> : the People 's Republic of China'
'23331 - 23337, <Location> : Debden' == '<NULL>'
'23364 - 23378, <Location> : Saffron Walden' == '23364 - 23378, <Person> : Saffron Walden'
'23408 - 23420, <Location> : Elvedon Hall' == '23416 - 23420, <Person> : Hall'
'23454 - 23461, <Location> : Trosten' == '<NULL>'
'25982 - 25996, <Location> : Barrack Street' == '25982 - 25996, <Org> : Barrack Street'
'26004 - 26014, <Location> : Hay Street' == '26000 - 26014, <Org> : 340 Hay Street'
'26092 - 26102, <Location> : Hay Street' == '26088 - 26102, <Org> : 340 Hay Street'
'26255 - 26265, <Location> : Hay Street' == '26251 - 26265, <Org> : 169 Hay Street'
'30447 - 30459, <Location> : Subiaco Oval' == '30447 - 30459, <Person> : Subiaco Oval'
'31574 - 31588, <Location> : Kreis Apenrade' == '31565 - 31588, <Person> : Prussian Kreis Apenrade'
'31622 - 31632, <Location> : Bov Parish' == '31622 - 31632, <Person> : Bov Parish'
'31646 - 31657, <Location> : municipalit' == '<NULL>'
'31660 - 31668, <Location> : Handewit' == '<NULL>'
'31671 - 31684, <Location> : Hanved Parish' == '31671 - 31684, <Org> : Hanved Parish'
'31717 - 31732, <Location> : Kreis Flensburg' == '31717 - 31732, <Org> : Kreis Flensburg'
'31771 - 31784, <Location> : Danish-German' == '31738 - 31784, <Org> : the establishment of the current Danish-German'
'31858 - 31883, <Location> : Aabenraa-SУИnderbor Cunty' == '<NULL>'
'33166 - 33175, <Location> : ХФczyca' == '<NULL>'
'33207 - 33213, <Location> : Lipscy' == '33197 - 33213, <Person> : family of Lipscy'
'33314 - 33336, <Location> : Grand Duchy of PoznaХ' == '33310 - 33335, <Org> : the Grand Duchy of PoznaХ'
'34829 - 34836, <Location> : Gascony' == '34829 - 34836, <Person> : Gascony'
'34846 - 34854, <Location> : Brittany' == '34846 - 34854, <Person> : Brittany'
'37454 - 37459, <Location> : Aisby' == '<NULL>'
'37522 - 37527, <Location> : Asebi' == '<NULL>'
'37614 - 37622, <Location> : Grantham' == '37614 - 37622, <Person> : Grantham'
'37664 - 37669, <Location> : Aisby' == '37664 - 37669, <Org> : Aisby'
'37675 - 37687, <Location> : Gainsborough' == '37675 - 37687, <Person> : Gainsborough'
'37899 - 37906, <Location> : Heydour' == '<NULL>'
'37911 - 37916, <Location> : Aisby' == '<NULL>'
'38064 - 38069, <Location> : Aisby' == '<NULL>'
'38086 - 38091, <Location> : Azeby' == '<NULL>'
'38100 - 38106, <Location> : Hazeby' == '<NULL>'
'38109 - 38116, <Location> : Heydour' == '<NULL>'
'38174 - 38180, <Location> : Haydor' == '<NULL>'
'38183 - 38190, <Location> : Haydour' == '<NULL>'
'38197 - 38203, <Location> : Heydor' == '<NULL>'
'38326 - 38332, <Location> : Kenora' == '38326 - 38332, <Org> : Kenora'
'38919 - 38925, <Location> : Kenora' == '38919 - 38925, <Org> : Kenora'
'39613 - 39630, <Location> : Vasilievsky Spusk' == '39613 - 39630, <Person> : Vasilievsky Spusk'
'40055 - 40076, <Location> : Alfred Phillips House' == '40051 - 40076, <Org> : The Alfred Phillips House'
'40248 - 40262, <Location> : Phillips House' == '40244 - 40262, <Person> : The Phillips House'
'41172 - 41193, <Location> : Victoria Skating Rink' == '41168 - 41180, <Person> : the Victoria'
'41256 - 41264, <Location> : Montreal' == '41228 - 41264, <Org> : the Victoria Hockey Club of Montreal'
'52461 - 52464, <Location> : Fl.' == '<NULL>'
'52564 - 52575, <Location> : Collins Ave' == '52564 - 52575, <Org> : Collins Ave'
'55255 - 55260, <Location> : Miami' == '<NULL>'
'55428 - 55433, <Location> : Miami' == '<NULL>'
'59802 - 59809, <Location> : Brabant' == '<NULL>'
'62015 - 62020, <Location> : Franc' == '<NULL>'
'62408 - 62422, <Location> : Ottoman Empire' == '62408 - 62422, <Org> : Ottoman Empire'
'63858 - 63877, <Location> : Mass Transit System' == '<NULL>'
'64414 - 64420, <Location> : Atwick' == '<NULL>'
'64711 - 64713, <Location> : UK' == '<NULL>'
'64817 - 64823, <Location> : Atwick' == '<NULL>'
'66530 - 66543, <Location> : Great Britain' == '66530 - 66543, <Org> : Great Britain'
'69178 - 69189, <Location> : Ayalon Cave' == '69174 - 69189, <Org> : The Ayalon Cave'
'69850 - 69855, <Location> : Ramla' == '<NULL>'
'70635 - 70645, <Location> : Baatsagaan' == '<NULL>'
'70671 - 70692, <Location> : Bayankhongor Province' == '70671 - 70692, <Org> : Bayankhongor Province'
'71332 - 71343, <Location> : Netherlands' == '71332 - 71343, <Org> : Netherlands'
'71946 - 71960, <Location> : Bahus-Soubiran' == '<NULL>'
'71993 - 71999, <Location> : Landes' == '71989 - 72035, <Org> : the Landes dУЉpartement of south-westrn France'
'72029 - 72035, <Location> : France' == '71989 - 72035, <Org> : the Landes dУЉpartement of south-westrn France'
'72039 - 72052, <Location> : Bandarlapalle' == '<NULL>'
'72079 - 72093, <Location> : Palmaner Taluk' == '72075 - 72132, <Org> : the Palmaner Taluk of Chittoor District of Andhra Pradesh'
'72097 - 72114, <Location> : Chittoor District' == '72075 - 72132, <Org> : the Palmaner Taluk of Chittoor District of Andhra Pradesh'
'72118 - 72132, <Location> : Andhra Pradesh' == '72075 - 72132, <Org> : the Palmaner Taluk of Chittoor District of Andhra Pradesh'
'72262 - 72275, <Location> : Bandarlapalle' == '<NULL>'
'72334 - 72347, <Location> : Bandarlapalle' == '72334 - 72366, <Org> : Bandarlapalle the Deccan Plateau'
'72352 - 72366, <Location> : Deccan Plateau' == '72334 - 72366, <Org> : Bandarlapalle the Deccan Plateau'
'72910 - 72923, <Location> : Bandarlapalle' == '<NULL>'
'74430 - 74440, <Location> : Bangladesh' == '<NULL>'
'74930 - 74954, <Location> : National Training Centre' == '74926 - 74954, <Org> : The National Training Centre'
'74961 - 74968, <Location> : Mouchak' == '74961 - 74968, <Org> : Mouchak'
'74971 - 74978, <Location> : Gazipur' == '<NULL>'
'75204 - 75212, <Location> : Bank Hey' == '75204 - 75208, <Org> : Bank'
'75220 - 75230, <Location> : Sunnybower' == '<NULL>'
'75234 - 75245, <Location> : Sunny Bower' == '75234 - 75245, <Person> : Sunny Bower'
'75385 - 75393, <Location> : Hyndburn' == '<NULL>'
'76452 - 76461, <Location> : Lake Chad' == '76452 - 76461, <Person> : Lake Chad'
'78568 - 78573, <Location> : Salta' == '78568 - 78573, <Org> : Salta'
'79416 - 79423, <Location> : PotosУ­' == '<NULL>'
'79463 - 79474, <Location> : Condo-Condo' == '<NULL>'
'80041 - 80055, <Location> : Virrey de Lima' == '80041 - 80047, <Org> : Virrey'
'80379 - 80386, <Location> : PotosУ­' == '<NULL>'
'80682 - 80694, <Location> : Buenos Aires' == '80650 - 80694, <Org> : the orders of the government of Buenos Aires'
'82328 - 82337, <Location> : San Mateo' == '82324 - 82352, <Org> : the San Mateo Marriott Hotel'
'82410 - 82421, <Location> : Santa Clara' == '82392 - 82421, <Org> : the Hyatt Regency Santa Clara'
'82426 - 82455, <Location> : Santa Clara Convention Center' == '82426 - 82455, <Org> : Santa Clara Convention Center'
'85888 - 85894, <Location> : Island' == '<NULL>'
'92874 - 92886, <Location> : Shark Island' == '92880 - 92886, <Person> : Island'
'93163 - 93171, <Location> : Pipeline' == '<NULL>'
'93957 - 93968, <Location> : North Shore' == '93953 - 93976, <Org> : the North Shore of Oahu'
'93972 - 93976, <Location> : Oahu' == '93953 - 93976, <Org> : the North Shore of Oahu'
'94335 - 94340, <Location> : Bilje' == '<NULL>'
'94403 - 94415, <Location> : KopaФki Rit' == '<NULL>'
'94943 - 94955, <Location> : KopaФki Rit' == '94952 - 94955, <Person> : Rit'
'94992 - 94997, <Location> : Drava' == '<NULL>'
'95117 - 95129, <Location> : KopaФki Rit' == '95117 - 95122, <Person> : KopaФ'
'101727 - 101737, <Location> : Bontnewydd' == '<NULL>'
'101779 - 101801, <Location> : Welsh Highland Railway' == '101779 - 101801, <Org> : Welsh Highland Railway'
'101878 - 101888, <Location> : Bontnewydd' == '101861 - 101888, <Person> : the villagers of Bontnewydd'
'101919 - 101924, <Location> : Dinas' == '101919 - 101924, <Person> : Dinas'
'101932 - 101942, <Location> : LУД Eifion' == '101928 - 101942, <Org> : the LУД Eifion'
'102027 - 102035, <Location> : Boultham' == '<NULL>'
'103069 - 103079, <Location> : Brandhorst' == '<NULL>'
'103136 - 103146, <Location> : Wittenberg' == '103136 - 103146, <Person> : Wittenberg'
'103242 - 103258, <Location> : WУЖrlitze Winkel' == '103242 - 103258, <Person> : WУЖrlitze Winkel'
'103307 - 103316, <Location> : Brensbach' == '<NULL>'
'103452 - 103492, <Location> : Maine Central Railroad Mountain Division' == '103452 - 103492, <Org> : Maine Central Railroad Mountain Division'
'103522 - 103535, <Location> : St. Johnsbury' == '103522 - 103524, <Org> : St'
'103592 - 103596, <Location> : B&SR' == '103594 - 103596, <Org> : SR'
'103635 - 103655, <Location> : Sandy River Railroad' == '103631 - 103655, <Org> : the Sandy River Railroad'
'103798 - 103818, <Location> : Sandy River Railroad' == '103798 - 103818, <Person> : Sandy River Railroad'
'103939 - 103954, <Location> : Monson Railroad' == '103935 - 103954, <Org> : the Monson Railroad'
'103963 - 103992, <Location> : Franklin and Megantic Railway' == '103976 - 103992, <Person> : Megantic Railway'
'104052 - 104060, <Location> : Bridgton' == '<NULL>'
'104078 - 104082, <Location> : B&SR' == '104080 - 104082, <Org> : SR'
'104203 - 104216, <Location> : Hancock Brook' == '104203 - 104216, <Person> : Hancock Brook'
'104307 - 104315, <Location> : Harrison' == '104303 - 104315, <Org> : the Harrison'
'104498 - 104502, <Location> : B&SR' == '104500 - 104502, <Org> : SR'
'104552 - 104569, <Location> : Bridgton Junction' == '104552 - 104569, <Org> : Bridgton Junction'
'104618 - 104622, <Location> : 1907' == '<NULL>'
'104626 - 104630, <Location> : 1910' == '<NULL>'
'104638 - 104660, <Location> : Maine Central Railroad' == '104638 - 104660, <Org> : Maine Central Railroad'
'104684 - 104688, <Location> : B&SR' == '104686 - 104688, <Org> : SR'
'104706 - 104719, <Location> : Maine Central' == '104706 - 104719, <Org> : Maine Central'
'104792 - 104809, <Location> : Bridgton Junction' == '104792 - 104809, <Person> : Bridgton Junction'
'104839 - 104847, <Location> : Harrison' == '104839 - 104847, <Person> : Harrison'
'105632 - 105636, <Location> : B&SR' == '105634 - 105636, <Org> : SR'
'105660 - 105668, <Location> : Bridgton' == '<NULL>'
'105705 - 105713, <Location> : Harrison' == '105705 - 105713, <Person> : Harrison'
'105883 - 105887, <Location> : B&SR' == '105885 - 105887, <Org> : SR'
'106255 - 106272, <Location> : Edaville Railroad' == '106251 - 106272, <Org> : the Edaville Railroad'
'106319 - 106323, <Location> : B&SR' == '106321 - 106323, <Org> : SR'
'106399 - 106416, <Location> : Bridgton Junction' == '106399 - 106416, <Person> : Bridgton Junction'
'106477 - 106517, <Location> : Maine Central Railroad Mountain Division' == '106477 - 106517, <Org> : Maine Central Railroad Mountain Division'
'106552 - 106574, <Location> : Maine Central Railroad' == '106552 - 106574, <Org> : Maine Central Railroad'
'106578 - 106582, <Location> : B&SR' == '106580 - 106582, <Org> : SR'
'106857 - 106861, <Location> : B&SR' == '106859 - 106861, <Org> : SR'
'107151 - 107164, <Location> : Hancock Brook' == '107151 - 107164, <Person> : Hancock Brook'
'107208 - 107222, <Location> : Rankin 's Mill' == '107208 - 107217, <Person> : Rankin 's'
'107407 - 107418, <Location> : Barker pond' == '107407 - 107413, <Person> : Barker'
'107897 - 107901, <Location> : B&SR' == '107899 - 107901, <Org> : SR'
'108111 - 108125, <Location> : Ingall 's Road' == '<NULL>'
'108418 - 108431, <Location> : Willett Brook' == '108418 - 108431, <Person> : Willett Brook'
'108451 - 108462, <Location> : Sandy Creek' == '108451 - 108462, <Person> : Sandy Creek'
'108539 - 108547, <Location> : Bridgton' == '<NULL>'
'108702 - 108719, <Location> : Bridgton Junction' == '108702 - 108719, <Person> : Bridgton Junction'
'109228 - 109236, <Location> : Harrison' == '109228 - 109236, <Person> : Harrison'
'110551 - 110555, <Location> : B&SR' == '110553 - 110555, <Org> : SR'
'111435 - 111444, <Location> : Vancouver' == '<NULL>'
'112636 - 112648, <Location> : Forbes Field' == '112636 - 112648, <Org> : Forbes Field'
'114743 - 114760, <Location> : Cal Anderson Park' == '114743 - 114760, <Person> : Cal Anderson Park'
'114832 - 114849, <Location> : Lincoln Reservoir' == '114832 - 114849, <Org> : Lincoln Reservoir'
'114854 - 114876, <Location> : Bobby Morris Playfield' == '114854 - 114876, <Person> : Bobby Morris Playfield'
'115068 - 115090, <Location> : Bobby Morris Playfield' == '115068 - 115090, <Person> : Bobby Morris Playfield'
'115165 - 115182, <Location> : Lincoln Reservoir' == '115165 - 115182, <Person> : Lincoln Reservoir'
'115262 - 115274, <Location> : Lincoln Park' == '115262 - 115274, <Person> : Lincoln Park'
'115370 - 115388, <Location> : Broadway Playfield' == '115370 - 115388, <Org> : Broadway Playfield'
'115628 - 115650, <Location> : Lincoln Reservoir Park' == '115628 - 115650, <Org> : Lincoln Reservoir Park'
'115706 - 115723, <Location> : Cal Anderson Park' == '115706 - 115723, <Org> : Cal Anderson Park'
'115966 - 115983, <Location> : Cal Anderson Park' == '115966 - 115983, <Person> : Cal Anderson Park'
'116003 - 116017, <Location> : East Denny Way' == '116003 - 116017, <Org> : East Denny Way'
'116022 - 116033, <Location> : Nagle Place' == '116022 - 116033, <Person> : Nagle Place'
'116092 - 116112, <Location> : Capitol Hill Station' == '116092 - 116148, <Org> : Capitol Hill Station of Sound Transit 's Link Light Rail'
'116116 - 116129, <Location> : Sound Transit' == '116092 - 116148, <Org> : Capitol Hill Station of Sound Transit 's Link Light Rail'
'116133 - 116148, <Location> : Link Light Rail' == '116092 - 116148, <Org> : Capitol Hill Station of Sound Transit 's Link Light Rail'
'116237 - 116247, <Location> : SУЃo Paulo' == '116237 - 116247, <Person> : SУЃo Paulo'
'122343 - 122352, <Location> : Frankfurt' == '<NULL>'
'124059 - 124070, <Location> : Los Angeles' == '124055 - 124086, <Org> : the Los Angeles ' Coconut Grove'
'129940 - 129955, <Location> : City Of Hayward' == '129936 - 129955, <Org> : The City Of Hayward'
'135117 - 135125, <Location> : Champdor' == '<NULL>'
'135169 - 135171, <Location> : Ai' == '135169 - 135171, <Person> : Ai'
'135745 - 135764, <Location> : Macuata West Indian' == '135741 - 135786, <Org> : the Macuata West Indian Communal Constituency'
'135860 - 135866, <Location> : Labasa' == '135847 - 135866, <Person> : the Mayor of Labasa'
'136107 - 136120, <Location> : Labasa Indian' == '136103 - 136142, <Org> : the Labasa Indian Communal Constituency'
'136508 - 136530, <Location> : Vanua Levu West Indian' == '136504 - 136552, <Org> : the Vanua Levu West Indian Communal Constituency'
'137195 - 137203, <Location> : Victoria' == '137195 - 137203, <Person> : Victoria'
'139007 - 139011, <Location> : U.S.' == '<NULL>'
'141059 - 141081, <Location> : Circuit Park Zandvoort' == '141059 - 141081, <Org> : Circuit Park Zandvoort'
'141166 - 141177, <Location> : Netherlands' == '141162 - 141177, <Org> : the Netherlands'
'141252 - 141261, <Location> : Zandvoort' == '141252 - 141261, <Org> : Zandvoort'
'141707 - 141724, <Location> : Circuit Zandvoort' == '141707 - 141724, <Person> : Circuit Zandvoort'
'142472 - 142483, <Location> : Tarzanbocht' == '<NULL>'
'142486 - 142499, <Location> : Tarzan corner' == '<NULL>'
'142820 - 142833, <Location> : Tarzan Corner' == '142820 - 142833, <Person> : Tarzan Corner'
'142847 - 142869, <Location> : Circuit Park Zandvoort' == '142847 - 142869, <Org> : Circuit Park Zandvoort'
'143072 - 143081, <Location> : Zandvoort' == '143060 - 143081, <Org> : ' Classic ' Zandvoort'
'143519 - 143527, <Location> : Picardie' == '<NULL>'
'143650 - 143663, <Location> : Clarence Dock' == '143650 - 143663, <Person> : Clarence Dock'
'143688 - 143701, <Location> : Clarence Dock' == '143684 - 143701, <Person> : The Clarence Dock'
'143837 - 143851, <Location> : Salisbury Dock' == '143837 - 143851, <Person> : Salisbury Dock'
'143869 - 143883, <Location> : Trafalgar Dock' == '143869 - 143883, <Person> : Trafalgar Dock'
'143991 - 143999, <Location> : Clergoux' == '<NULL>'
'144032 - 144039, <Location> : CorrУЈz' == '<NULL>'
'144064 - 144069, <Location> : Franc' == '<NULL>'
'144201 - 144236, <Location> : Basingstoke and Alton Light Railway' == '144217 - 144236, <Org> : Alton Light Railway'
'144344 - 144354, <Location> : Cliddesden' == '<NULL>'
'144372 - 144384, <Location> : Buggleskelly' == '<NULL>'
'145339 - 145357, <Location> : Cold Spring Harbor' == '145337 - 145359, <Org> : " Cold Spring Harbor "'
'146930 - 146933, <Location> : U.K' == '<NULL>'
'148382 - 148396, <Location> : Banbury Center' == '148378 - 148396, <Org> : The Banbury Center'
'149237 - 149262, <Location> : Dolan DNA Learning Center' == '149237 - 149242, <Person> : Dolan'
'149349 - 149378, <Location> : United States Penitentiary II' == '149345 - 149375, <Org> : The United States Penitentiary'
'149484 - 149520, <Location> : Coleman Federal Correctional Complex' == '149480 - 149520, <Org> : the Coleman Federal Correctional Complex'
'149524 - 149538, <Location> : USP Coleman II' == '149524 - 149527, <Org> : USP'
'149561 - 149568, <Location> : Florida' == '<NULL>'
'149680 - 149691, <Location> : FCC Complex' == '149676 - 149691, <Org> : The FCC Complex'
'149748 - 149759, <Location> : Highway 301' == '<NULL>'
'153395 - 153413, <Location> : West Coastway Line' == '153391 - 153413, <Org> : the West Coastway Line'
'153603 - 153609, <Location> : Cosham' == '<NULL>'
'153619 - 153630, <Location> : Portchester' == '<NULL>'
'153635 - 153642, <Location> : Fareham' == '<NULL>'
'153776 - 153786, <Location> : Bedhampton' == '<NULL>'
'153791 - 153797, <Location> : Havant' == '<NULL>'
'153842 - 153852, <Location> : Bedhampton' == '<NULL>'
'153900 - 153906, <Location> : Cosham' == '153900 - 153906, <Org> : Cosham'
'153911 - 153921, <Location> : Bedhampton' == '<NULL>'
'153978 - 153984, <Location> : Hilsea' == '<NULL>'
'155972 - 155979, <Location> : Romania' == '<NULL>'
'157141 - 157146, <Location> : Orego' == '<NULL>'
'157418 - 157425, <Location> : Arizona' == '157418 - 157425, <Org> : Arizona'
